organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S43218,"DRS GLEKIN,SUTHERLAND,MABON",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19750201,,0141 531 955,4
S43222,AUCHINAIRN MEDICAL PRACTICE,127/129 AUCHINAIRN ROAD,BISHOPBRIGGS,,GLASGOW,LANARKSHIRE,G64 1NF,19890403,,0141 772 180,4
S43237,KEPPOCH MEDICAL PRACTICE,"POSSILPARK HEALTH,CARE CENTRE",99 SARACEN STREET,,GLASGOW,LANARKSHIRE,G22 5AP,19830101,,0141 800 084,4
S43241,"DR MACKENZIE,PARTNERS",MARYHILL HEALTH CENTRE,41 SHAWPARK STREET,,GLASGOW,LANARKSHIRE,G20 9DR,19810701,20140630,0141 531 880,4
S43256,"DRS REID,CRAWFORD,HEE","POSSILPARK HEALTH,CARE CENTRE",99 SARACEN STREET,,GLASGOW,LANARKSHIRE,G22 5AP,19900401,,0141 800 080,4
S43261,LENNOXTOWN MEDICAL PRACTICE,HEALTH CLINIC,MAIN STREET,LENNOXTOWN,GLASGOW,LANARKSHIRE,G66 7DD,19850701,,01360 310357,4
S43275,"DRS LAFFERTY,MEEK",WALLACEWELL MEDICAL CENTRE,264 WALLACEWELL ROAD,,GLASGOW,LANARKSHIRE,G21 3RW,19750401,,0141 558 617,4
S43294,"DRS CRAIG,DOUGLAS,CHERRY,MCKEAN",191 DENMARK STREET,,,GLASGOW,LANARKSHIRE,G22 5SS,19900401,,0141 336 803,4
S43307,"DR PAMELA GEDDES,DR GORDON CAMPBELL",MILTON MEDICAL CENTRE,109 EGILSAY STREET,MILTON,GLASGOW,LANARKSHIRE,G22 7JL,19840406,,0141 772 118,4
S43311,THE MARYHILL RED PRACTICE,MARYHILL HEALTH CENTRE,41 SHAWPARK STREET,,GLASGOW,LANARKSHIRE,G20 9DR,19830815,,0141 531 883,4
S43326,FERNBANK MEDICAL CENTRE,194 FERNBANK STREET,,,GLASGOW,LANARKSHIRE,G22 6BD,19900401,,0141 589 800,4
S43345,"DRS M BUCHANAN,D MURPHY,S NESS",PARK SURGERY,10 SARAMAGO STREET,KIRKINTILLOCH,GLASGOW,LANARKSHIRE,G66 3BF,19900401,,0141 776 246,4
S43383,POSTGRAD. DEPT OF GENERAL PRAC,3RD FLOOR,2 CENTRAL QUAY,89 HYDEPARK STREET,GLASGOW,LANARKSHIRE,G3 8BW,19750401,20080731,0141 223 145,4
S43415,"DRS DAVDA,MCGROARTY",YORK PLACE SURGERY,10 UNION STREET,KIRKINTILLOCH,GLASGOW,LANARKSHIRE,G66 1DG,19900301,,0141 776 127,4
S43453,"DR WEBSTER,PARTNERS",WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19940701,,0141 531 957,4
S43468,DR ALASTAIR J MUIR,WOODSIDE HEALTH CENTRE,BARR STREET,,GLASGOW,LANARKSHIRE,G20 7LR,19940701,,0141 531 951,4
S43487,DR R.T.A. BOYLE,SPRINGBURN HEALTH CENTRE,200 SPRINGBURN WAY,,GLASGOW,LANARKSHIRE,G21 1TR,19950301,,0141 531 960,4
S43504,"DRS HARRIS,MILBURN,BROWN,CANDY,GOURLAY",SPRINGBURN HEALTH CENTRE,200 SPRINGBURN WAY,,GLASGOW,LANARKSHIRE,G21 1TR,20010101,,0141 531 963,4
S43523,"DRS BYFORD,SPENCE,HAGGERTY,MEREDITH,TAYLOR",MARYHILL HEALTH CENTRE,41 SHAWPARK STREET,,GLASGOW,LANARKSHIRE,G20 9DR,20010521,20140630,0141 531 881,4
S43538,DR S J LANGRIDGE,"POSSILPARK HEALTH,CARE CENTRE",99 SARACEN STREET,,GLASGOW,LANARKSHIRE,G22 5AP,20020701,,0141 800 086,4
S43542,DR LUIS ALGUERO,"POSSILPARK HEALTH,CARE CENTRE",99 SARACEN STREET,,GLASGOW,LANARKSHIRE,G22 5AP,20020701,,0141 800 082,4
S43557,DR PAUL LYONS,BRACKENBRAE SURGERY,91 KIRKINTILLOCH ROAD,BISHOPBRIGGS,GLASGOW,LANARKSHIRE,G64 2AA,20021001,,0141 772 224,4
S43576,BARCLAY MEDICAL PRACTICE,MARYHILL HEALTH CENTRE,41 SHAWPARK STREET,,GLASGOW,LANARKSHIRE,G20 9DR,20140701,,0141 531 881,4
S46019,TOWNHEAD MEDICAL PRACTICE,TOWNHEAD HEALTH CENTRE,16 ALEXANDRA PARADE,,GLASGOW,LANARKSHIRE,G31 2ES,19840403,,0141 531 894,4
S46023,"DR A.ALI,DR A.M.MACKENZIE",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19800901,,0141 531 662,4
S46042,HB PRACTICE,BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19690401,,0141 531 665,0
S46057,"DRS RYAN,MCALAVEY,ORR",GLENMILL MEDICAL CENTRE,1191 ROYSTON ROAD,,GLASGOW,LANARKSHIRE,G33 1EY,19830801,,0141 770 405,4
S46061,PARADE GROUP PRACTICE,TOWNHEAD HEALTH CENTRE,16 ALEXANDRA PARADE,,GLASGOW,LANARKSHIRE,G31 2ES,19781001,,0141 531 897,4
S46081,THE CAIRNS PRACTICE,SHETTLESTON HEALTH CENTRE,420 OLD SHETTLESTON ROAD,,GLASGOW,LANARKSHIRE,G32 7JZ,19830801,,0141 531 622,4
S46095,"DRS MCKENZIE,BURNS",PARKHEAD HEALTH CENTRE,101 SALAMANCA STREET,,GLASGOW,LANARKSHIRE,G31 5BA,19800901,,0141 531 907,4
S46108,"DR J.FIFE,PARTNER",214 MEADOWPARK STREET,,,GLASGOW,LANARKSHIRE,G31 2TE,19840401,,0141 554 046,4
S46112,"DRS LAM,MACBETH,WILSON",GILBERTFIELD MEDICAL CENTRE,67 GILBERTFIELD STREET,,GLASGOW,LANARKSHIRE,G33 3TU,19740901,,0141 774 598,4
S46127,ANNFIELD MEDICAL CENTRE,16 ANNFIELD PLACE,,,GLASGOW,LANARKSHIRE,G31 2XE,19900401,,0141 554 298,4
S46131,CRAIL MEDICAL PRACTICE,245 TOLLCROSS ROAD,,,GLASGOW,LANARKSHIRE,G31 4UW,19871001,,0141 554 319,4
S46146,"THE FIRM OF GILHOOLY,BUBEGWA",CARNTYNE MEDICAL CENTRE,275 CARNTYNE ROAD,,GLASGOW,LANARKSHIRE,G32 6JP,19890501,,0141 531 906,4
S46151,"DRS RASHID,KHAN",12/14 TULLIS STREET,,,GLASGOW,LANARKSHIRE,G40 1HN,19750801,,0141 531 659,4
S46165,DR S ROSS,SHETTLESTON HEALTH CENTRE,420 OLD SHETTLESTON ROAD,,GLASGOW,LANARKSHIRE,G32 7JZ,19791201,,0141 531 625,4
S46184,MAIN STREET MEDICAL CENTRE,40 MAIN STREET,,,GLASGOW,LANARKSHIRE,G40 1HA,19900401,,0141 953 560,4
S46199,"DR DUNN,LYNAS",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19900401,20120930,0141 531 664,4
S46201,"DR O'NEIL,PARTNERS",LIGHTBURN MEDICAL CENTRE,930 CARNTYNE ROAD,,GLASGOW,LANARKSHIRE,G32 6NB,19880101,,0141 778 044,4
S46216,MCGLONE PRACTICE,BAILLIESTON HEALTH CENTRE,20 MUIRSIDE ROAD,BAILLIESTON,GLASGOW,LANARKSHIRE,G69 7AD,19670401,,0141 531 805,4
S46221,"DRS ANDERSEN,DAWSON,MUTCH,SMITH",EASTERHOUSE HEALTH CENTRE,9 AUCHINLEA ROAD,,GLASGOW,LANARKSHIRE,G34 9HQ,19900401,,0141 531 818,4
S55183,ARMADALE MEDICAL PRACTICE,ARMADALE,,,THURSO,CAITHNESS,KW14 7SA,19900401,,01641 541212,4
S46235,"DRS LAFFERTY,MACPHEE,DAMES",PARKHEAD HEALTH CENTRE,101 SALAMANCA STREET,,GLASGOW,LANARKSHIRE,G31 5BA,19861101,,0141 531 905,4
S46240,DR D.S.DHAMI,EASTERHOUSE HEALTH CENTRE,9 AUCHINLEA ROAD,,GLASGOW,LANARKSHIRE,G34 9HQ,19900401,,0141 531 816,4
S46269,JAMIESON MEDICAL PRACTICE,2 CLIFFVALE ROAD,CHRYSTON,,GLASGOW,LANARKSHIRE,G69 9DW,19821001,,0141 779 222,4
S46273,MOODIESBURN MEDICAL CENTRE,69 GLENMANOR AVENUE,MOODIESBURN,,GLASGOW,LANARKSHIRE,G69 0LB,19770101,,01236 872276,4
S46292,"DRS MACKENZIE,MCCALLUM,GARDINER",LIGHTBURN MEDICAL CENTRE,930 CARNTYNE ROAD,,GLASGOW,LANARKSHIRE,G32 6NB,19730101,,0141 764 166,4
S46305,THE MUIRSIDE MEDICAL PRACTICE,BAILLIESTON HEALTH CENTRE,20 MUIRSIDE ROAD,BAILLIESTON,GLASGOW,LANARKSHIRE,G69 7AD,19750101,,0141 531 804,4
S46339,WESTMUIR MEDICAL CENTRE,THE WESTMUIR MEDICAL PRACTICE,109 CRAIL STREET,,GLASGOW,LANARKSHIRE,G31 5RA,19890101,,0141 554 425,4
S46343,TOLLCROSS MEDICAL CENTRE,1101-1105 TOLLCROSS ROAD,,,GLASGOW,LANARKSHIRE,G32 8UH,19880401,,0141 778 271,4
S46377,DR G B STRAIN,804 CUMBERNAULD ROAD,,,GLASGOW,LANARKSHIRE,G33 2EH,19900107,,0141 770 523,4
S46381,"DRS DAY,CHURCHES",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19870103,,0141 531 661,4
S46396,"DR M P HAMAYUN,DR M R MASOOD",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19790701,,0141 531 666,4
S46428,"DRS CONNAUGHTON,SUDOMIR",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19900401,,0141 550 382,4
S46447,DR M SALEEM,BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19830201,,0141 531 667,4
S46451,NEWHILLS MEDICAL PRACTICE,EASTERHOUSE HEALTH CENTRE,9 AUCHINLEA ROAD,,GLASGOW,LANARKSHIRE,G34 9HQ,19860801,,0141 531 817,4
S46471,"DR WILSON,DR MCGINLEY,DR SHEPPARD",EASTERHOUSE HEALTH CENTRE,9 AUCHINLEA ROAD,,GLASGOW,LANARKSHIRE,G34 9HQ,19900401,,0141 531 815,4
S46521,"DR ALAN WINTER,DR NELSON K H CHEUNG,AL-AGILLY",463 EDINBURGH ROAD,,,GLASGOW,LANARKSHIRE,G33 3AL,19930301,,0141 770 404,4
S46536,NALAGATLA MEDICAL PRACTICE,146 CUMBERNAULD ROAD,STEPPS,,GLASGOW,LANARKSHIRE,G33 6HA,19940101,,0141 779 233,4
S46541,STEPPS SURGERY,131 CUMBERNAULD ROAD,STEPPS,,GLASGOW,LANARKSHIRE,G33 6EY,19940101,,0141 779 444,4
S46555,"DRS MACPHERSON,MUKHERJEE,TOOKE,MCLEL",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19940401,,01415 316630,4
S46560,THE WHITEVALE MEDICAL GROUP,30 WHITEVALE STREET,,,GLASGOW,LANARKSHIRE,G31 1QS,19950401,,0141 554 453,4
S46574,DALMARNOCK FAMILY MEDICAL PRACTICE,BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,19950401,,0141 531 660,4
S46589,"HOMELESS HEALTH,RESOURCE SERVICES",55 HUNTER STREET,,,GLASGOW,LANARKSHIRE,G4 0UP,20021001,,0141 553 280,0
S46593,METHADONE TREATMENT CLINIC,SHETTLESTON HEALTH CENTRE,420 OLD SHETTLESTON ROAD,,GLASGOW,LANARKSHIRE,G32 7JZ,20030601,,0141 531 622,0
S46606,"DRS DUNN,LYNAS",BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,,GLASGOW,LANARKSHIRE,G40 2DA,20121001,,0141 531 664,4
S49002,THE STONELAW PRACTICE,RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19820401,,0141 531 603,4
S49021,"DRS BIRKMYRE,JOHNSTON,ABERNETHY",RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19831001,,0141 531 602,4
S49041,PRACTICE B,GOVANHILL HEALTH CENTRE,233 CALDER STREET,,GLASGOW,LANARKSHIRE,G42 7DR,19780701,,0141 531 837,4
S49055,"DRS BARRETT,TIERNEY",RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19890201,,0141 613 475,4
S49060,DR C M MCCANN,ARDOCH MEDICAL CENTRE,6 ARDOCH GROVE,CAMBUSLANG,GLASGOW,LANARKSHIRE,G72 8HA,19900401,,0141 641 382,4
S49074,"DRS MILLS,MARSHALL PRACTICE",GORBALS HEALTH CENTRE,45 PINE PLACE,,GLASGOW,LANARKSHIRE,G5 0BQ,19870801,,0141 531 825,4
S49089,KER PRACTICE,30 CROFTFOOT ROAD,,,GLASGOW,LANARKSHIRE,G44 5JT,19841001,20090419,0141 531 860,4
S49093,"DR AKHTAR,DR KOUSAR",660 EGLINTON STREET,,,GLASGOW,LANARKSHIRE,G5 9RP,19790501,,0141 429 142,4
S49106,"DRS WILLOX,MCEVINNEY,WRIGHT,MCLAUGHLIN",44 CROFTFOOT ROAD,,,GLASGOW,LANARKSHIRE,G44 5JT,19850801,,0141 634 633,4
S49111,OVERTOUN MEDICAL PRACTICE,RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19860103,,0141 531 601,4
S49130,"DRS MCGIVERN,MURTHY,BAIRD",148 BATTLEFIELD ROAD,,,GLASGOW,LANARKSHIRE,G42 9JT,19761001,,0141 632 631,4
S49144,"DR W MCKEAN,PARTNERS",162 NITHSDALE ROAD,,,GLASGOW,LANARKSHIRE,G41 5RU,19790101,,0141 424 183,4
S49159,"DRS BOARDMAN,KING,EARL,BOYD",75 BUSBY ROAD,CLARKSTON,,GLASGOW,LANARKSHIRE,G76 7BW,19760401,,0141 644 266,4
S49178,"DR K.S. CHIAH,PARTNERS",GOVANHILL HEALTH CENTRE,233 CALDER STREET,,GLASGOW,LANARKSHIRE,G42 7DR,19860401,,0141 531 838,4
S49197,SHEDDENS MEDICAL PRACTICE,5A EAGLESHAM ROAD,CLARKSTON,,GLASGOW,LANARKSHIRE,G76 7BU,19840901,,0141 644 235,4
S49200,"DRS LEONARD,GEDDES &TURNER",123 KILMARNOCK ROAD,,,GLASGOW,LANARKSHIRE,G41 3YT,19870103,,0141 649 623,4
S49214,"DRS MORRICE,MASSON,GEDDES",75 BUSBY ROAD,,,GLASGOW,LANARKSHIRE,G76 7BW,19770401,,0141 6442666,4
S49248,MERRYLEE MEDICAL CENTRE,142 CLARKSTON ROAD,,,GLASGOW,LANARKSHIRE,G44 3DH,19800801,,0141 633 234,4
S49252,"DRS SMITH,NOTMAN,MCINTYRE,WHITELAW,HOWIE",18 NORTH AVENUE,CAMBUSLANG,,GLASGOW,LANARKSHIRE,G72 8AT,19810801,,0141 641 303,4
S49267,BUTTERBIGGINS MEDICAL CENTRE,134 BUTTERBIGGINS ROAD,,,GLASGOW,LANARKSHIRE,G42 7AF,19870601,,0141 423 139,4
S49271,"DRS LINDSAY,LESLIE,MCNICOL,BOYD",SHAWLANDS SURGERY,1413 POLLOKSHAWS ROAD,,GLASGOW,LANARKSHIRE,G41 3RG,19810801,,0141 632 914,4
S49286,QUEENS PARK MEDICAL PRACTICE,181 QUEEN'S DRIVE,,,GLASGOW,LANARKSHIRE,G42 8QD,19870801,,0141 423 347,4
S49318,THE MACLEOD PRACTICE,9 BAKER STREET,,,GLASGOW,LANARKSHIRE,G41 3YE,19750101,,0141 632 496,4
S49337,MEARNS MEDICAL CENTRE,30 MAPLE AVENUE,NEWTON MEARNS,,GLASGOW,LANARKSHIRE,G77 5BQ,19740701,,0141 639 275,4
S49341,"DR K.M. OHRI,DR A K GAJREE",6 ARDOCH GROVE,CAMBUSLANG,,GLASGOW,LANARKSHIRE,G72 8HA,19781201,20120930,0141 641 372,4
S49375,DR LINDA J WRIGHT,TORYGLEN MEDICAL CENTRE,20 GLENMORE AVENUE,,GLASGOW,LANARKSHIRE,G42 0EH,19900401,,0141 647 302,4
S49380,DR J M BELL,274 KINGSPARK AVENUE,,,GLASGOW,LANARKSHIRE,G44 4JE,19781001,20110331,0141 632 182,4
S49407,DR LANNIGAN,GORBALS HEALTH CENTRE,45 PINE PLACE,,GLASGOW,LANARKSHIRE,G5 0BQ,19781001,20090419,0141 531 827,4
S49411,DR M.M. SHARIF,KINGSPARK SURGERY,274 KINGS PARK AVENUE,,GLASGOW,LANARKSHIRE,G44 4JE,19900401,,0141 414 690,4
S49431,DR R AFUAKWAH,81 MILL STREET,RUTHERGLEN,,GLASGOW,LANARKSHIRE,G73 2LD,19900401,,0141 647 629,4
S49445,"DRS FRAME,COOPER,HAMILTON",261 FENWICK ROAD,GIFFNOCK,,GLASGOW,LANARKSHIRE,G46 6JX,19900401,,0844 477 189,4
S49464,BROOMBURN MEDICAL CENTRE,257 MEARNS ROAD,NEWTON MEARNS,,GLASGOW,LANARKSHIRE,G77 5LU,19900401,,0141 639 364,4
S49498,DR P L MCNAUGHT,274 KINGSPARK AVENUE,,,GLASGOW,LANARKSHIRE,G44 4JE,19801013,20110331,0141 632 182,4
S49520,DR OLIVER FRENSCHOCK,27 MAIN STREET,CAMBUSLANG,,GLASGOW,LANARKSHIRE,G72 7EX,19900401,,0141 584 250,4
S49553,"DRS FITCHETT,BARR,COLLING",GRANTELY MEDICAL PRACTICE,1 GRANTLEY STREET,,GLASGOW,LANARKSHIRE,G41 3PT,19830701,,0141 632 469,4
S49568,GREENLAW MEDICAL PRACTICE,UNIT 3,3 GREENLAW PLACE,NEWTON MEARNS,GLASGOW,LANARKSHIRE,G77 6GR,19880411,,0141 639 883,4
S49604,"DRS GORDON,BEST,MCINTYRE",GORBALS HEALTH CENTRE,45 PINE PLACE,,GLASGOW,LANARKSHIRE,G5 0BQ,19910401,,0141 531 829,4
S49619,ELMWOOD MEDICAL PRACTICE,3 ELMWOOD AVENUE,NEWTON MEARNS,,GLASGOW,LANARKSHIRE,G77 6EH,19911001,,0141 639 247,4
S49623,CAROLSIDE MEDICAL CENTRE,1/2 CAROLSIDE GARDENS,CLARKSTON,,GLASGOW,LANARKSHIRE,G76 7BX,19911001,,0141 644 351,4
S49638,THE MACLEAN MEDICAL PRACTICE,30 GILMOUR STREET,EAGLESHAM,,GLASGOW,LANARKSHIRE,G76 0AT,19930101,,01355 302221,4
S49642,THE CRAIGALLIAN AVENUE PRACTICE,11 CRAIGALLIAN AVENUE,CAMBUSLANG,,GLASGOW,LANARKSHIRE,G72 8RW,19931001,,0141 641 312,4
S49657,"DR. A.K. GAJREE,DR OHRI",ARDOCH MEDICAL CENTRE,6 ARDOCH GROVE,CAMBUSLANG,GLASGOW,LANARKSHIRE,G72 8HA,19931001,20120930,0141 641 125,4
S49661,MAXWELL ROAD SURGERY,17 - 23 MAXWELL ROAD,,,GLASGOW,LANARKSHIRE,G41 1QP,19950708,,0141 423 333,4
S49676,REGENCY MEDICAL PRACTICE,29 KEIR STREET,POLLOCKSHIELDS,,GLASGOW,LANARKSHIRE,G41 2NP,19950708,,0141 429 126,4
S49681,"DR JOHN CRORIE,PARTNERS",MOUNT FLORIDA MEDICAL CENTRE,183 PROSPECTHILL ROAD,,GLASGOW,LANARKSHIRE,G42 9LQ,19960214,,0141 632 400,4
S55201,DORNOCH MEDICAL PRACTICE,SHORE ROAD,,,DORNOCH,SUTHERLAND,IV25 3LS,19900401,,01862 810213,4
S49695,"DR DOUGLAS J BRUCE,DR STEPHEN J FRIEL",RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19980601,,0141 531 412,4
S49708,THE CAMPBELL PRACTICE,RUTHERGLEN HEALTH CENTRE,130 STONELAW ROAD,RUTHERGLEN,GLASGOW,LANARKSHIRE,G73 2PQ,19980601,,0141 531 414,4
S49712,DR I A HUSSAIN,PARK SURGERY,7 BAKER STREET,,GLASGOW,LANARKSHIRE,G41 3YA,20000401,,0141 632 020,4
S49727,HOMELESS FAMILIES TEAM,55 HUNTER STREET,,,GLASGOW,LANARKSHIRE,G4 0UP,20001204,20120131,0141 553 280,4
S49731,"DR IAIN C KERR,DR MICHAEL J IRVINE",WILLIAMWOOD MEDICAL CENTRE,85 SERES ROAD,CLARKSTON,GLASGOW,LANARKSHIRE,G76 7NW,20010701,20110810,0141 620 044,4
S49746,WILLIAMWOOD MEDICAL CENTRE,85 SERES ROAD,CLARKSTON,,GLASGOW,LANARKSHIRE,G76 7NW,20010701,20110810,0141 620 033,4
S49751,CASTLEMILK GROUP PRACTICE,CASTLEMILK HEALTH CENTRE,71 DOUGRIE DRIVE,,GLASGOW,LANARKSHIRE,G45 9AW,20050401,,0141 531 858,4
S49765,THE KER PRACTICE,30 CROFTFOOT ROAD,,,GLASGOW,LANARKSHIRE,G44 5JT,20090420,,0141 531 860,4
S49770,KINGSPARK SURGERY,274 KINGS PARK AVENUE,,,GLASGOW,LANARKSHIRE,G44 4JE,20110401,,0141 632 182,4
S49784,WILLIAMWOOD PRACTICE,85 SERES ROAD,CLARKSTON,,GLASGOW,LANARKSHIRE,G76 7NW,20110811,,0141 620 033,4
S49799,DR. A.K. GAJREE,ARDOCH MEDICAL CENTRE,6 ARDOCH GROVE,CAMBUSLANG,GLASGOW,LANARKSHIRE,G72 8HA,20121001,,0141 641 125,4
S52005,MIDLOCK MEDICAL CENTRE,7 MIDLOCK STREET,,,GLASGOW,LANARKSHIRE,G51 1SL,19770401,,0141 427 427,4
S52010,"DRS MACCUISH,KAKAR",59 FARNE DRIVE,,,GLASGOW,LANARKSHIRE,G44 5DQ,19810101,,0141 637 982,4
S52024,THURSTON ROAD SURGERY,140 THURSTON ROAD,,,GLASGOW,LANARKSHIRE,G52 2AZ,19850401,,0141 883 883,4
S52039,"DRS FELLOWS,O'NEILL,FRASER",GOVANHILL HEALTH CENTRE,233 CALDER STREET,,GLASGOW,LANARKSHIRE,G42 7DR,19880405,,0141 531 836,4
S52043,BRAIDCRAFT MEDICAL CENTRE,200 BRAIDCRAFT ROAD,,,GLASGOW,LANARKSHIRE,G53 5QD,19790801,,0141 882 339,4
S52058,THE CRESCENT MEDICAL PRACTICE,12 WALMER CRESCENT,,,GLASGOW,LANARKSHIRE,G51 1AT,19760801,,0141 427 019,4
S52062,BLACKWOOD PARTNERSHIP,GOVAN HEALTH CENTRE,5 DRUMOYNE ROAD,,GLASGOW,LANARKSHIRE,G51 4BJ,19790801,,0141 531 847,4
S52096,"DRS CAMERON,HERRON,MARSHALL,DUTHIE",GOVAN HEALTH CENTRE,5 DRUMOYNE ROAD,,GLASGOW,LANARKSHIRE,G51 4BJ,19861001,,0141 531 846,4
S52109,"DRS CHITA,HAYES",IBROXHOLM MEDICAL CENTRE,532 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G51 1RN,19900401,,0141 427 250,4
S52128,"DR DOAK,PARTNERS",ARRAN GP SURGERY,40 ADMIRAL STREET,,GLASGOW,LANARKSHIRE,G41 1HU,19791001,,0141 429 262,4
S52147,DR RAHEELA BHATTI,74 KYLEAKIN ROAD,ARDEN,THORNLIEBANK,GLASGOW,LANARKSHIRE,G46 8DH,19900401,,0141 638 146,4
S52151,WAVERLEY PARK MEDICAL PRACTICE,19 DINMONT ROAD,,,GLASGOW,LANARKSHIRE,G41 3UJ,19740701,,0141 632 888,4
S52171,DR K.M.W. SIDDIQUI,POLLOK HEALTH CENTRE,21 COWGLEN ROAD,,GLASGOW,LANARKSHIRE,G53 6EQ,19891001,20100131,0141 531 688,4
S52185,"DRS HILARY MCNAUGHTAN,PATRICK J O'NEILL",CARDONALD MEDICAL CENTRE,1831 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G52 3SS,19760401,,0141 211 666,4
S52190,"DR N.K. PATEL,DR P. GHAUS",POLLOK HEALTH CENTRE,21 COWGLEN ROAD,,GLASGOW,LANARKSHIRE,G53 6EQ,19780501,20100131,0141 531 687,4
S52202,"DRS WOLFE,SHIELDS,DALE,BLACKWOOD",RUTLAND SURGERY,24 GOVAN ROAD,,GLASGOW,LANARKSHIRE,G51 1HS,19900401,,0141 418 108,4
S52217,DR MCKEEVE,KINNING PARK MEDICAL CENTRE(AILSA),42 ADMIRAL STREET,,GLASGOW,LANARKSHIRE,G41 1HU,19860801,,0141 429 091,4
S52221,"DRS QUIGLEY,CANNING,DORWARD,WEDLOCK",THORNLIEBANK HEALTH CENTRE,20 KENNISHEAD ROAD,THORNLIEBANK,GLASGOW,LANARKSHIRE,G46 8NY,19861001,,0141 531 699,4
S52241,"DR MAIR,DR PETTIGREW,DR MARTIN",1600-1604 PAISLEY ROAD WEST,IBROX,,GLASGOW,LANARKSHIRE,G52 3QN,19900401,,0141 882 456,4
S52255,"DRS MCCOLL,MCLAUGHLIN",THORNLIEBANK HEALTH CENTRE,20 KENNISHEAD ROAD,THORNLIEBANK,GLASGOW,LANARKSHIRE,G46 8NY,19870401,,0141 531 690,4
S52260,DR MUHAMMAD FAZLUL ALAM,MULL GP SURGERY,36 ADMIRAL STREET,,GLASGOW,LANARKSHIRE,G41 1HU,19840101,,0141 429 094,4
S52293,"DRS TREADGOLD,DUFFY,MORLEY",POLLOK HEALTH CENTRE,21 COWGLEN ROAD,,GLASGOW,LANARKSHIRE,G53 6EQ,19901101,,0141 531 686,4
S52311,"DR L VENTRY,DATTA",CARDONALD MEDICAL CENTRE,1831 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G52 3SS,19920501,20140331,0141 211 666,4
S52330,YELLOW PRACTICE,GOVAN HEALTH CENTRE,5 DRUMOYNE ROAD,,GLASGOW,LANARKSHIRE,G51 4BJ,19980401,,0141 531 849,4
S52344,CROOKSTON MEDICAL PRACTICE,230 DALMELLINGTON ROAD,CROOKSTON,,GLASGOW,LANARKSHIRE,G53 7FY,19980601,,0141 883 888,4
S52359,"DR K G HARDIE,PARTNERS",GOVAN HEALTH CENTRE,5 DRUMOYNE ROAD,,GLASGOW,LANARKSHIRE,G51 4BJ,19980601,,0141 531 844,4
S52363,"DRS SEMPLE,FINNEY",CARDONALD MEDICAL CENTRE,1831 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G52 3SS,20000401,20140331,0141 892 254,4
S52378,DR IAN STRUTHERS,CARDONALD MEDICAL CENTRE,1831 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G52 3SS,20000401,20120531,0141 892 255,4
S52382,POLLOKSHAWS MEDICAL PRACTICE,26 WELLGREEN,,,GLASGOW,LANARKSHIRE,G43 1RR,20030401,,0141 620 430,4
S52397,WELLGREEN GROUP PRACTICE,POLLOKSHAWS MEDICAL CENTRE,26 WELL GREEN,,GLASGOW,LANARKSHIRE,G43 1RR,20030401,,0141 620 431,4
S52400,DR GHAUS MEDICAL PRACTICE,POLLOK HEALTH CENTRE,21 COWGLEN ROAD,,GLASGOW,LANARKSHIRE,G53 6EQ,20100201,,0141 531 687,4
